,country,year,Tools,Vehicles,Weapons,Prom Tools,Prom Vehicles,Prom Weapons,amount,conflict,conflict-1-to-3,conflict-4-to-6,conflict-7-to-9,Prom USA,country encoded
2,Afghanistan,1958,0.0,50.0,450.0,0.0,72.0,0.0,,,True,,,0.0,0
3,Afghanistan,1960,0.0,74.0,200.0,0.0,16.666666666666668,150.0,,,True,True,,0.0,0
4,Afghanistan,1961,0.0,100.0,250.0,0.0,41.333333333333336,216.66666666666663,,,True,True,,0.0,0
5,Afghanistan,1963,0.0,36.0,100.0,0.0,58.0,150.0,,,True,True,True,0.0,0
7,Afghanistan,1965,2.0,50.0,406.0,6.0,12.0,33.333333333333336,,,True,True,True,0.0,0
10,Afghanistan,1970,0.0,92.0,250.0,0.0,0.6666666666666666,0.0,,,True,True,True,0.0,0
15,Afghanistan,1978,0.0,896.0,1458.0,8.666666666666666,20.666666666666668,0.0,,True,True,True,True,0.0,0
16,Afghanistan,1979,0.0,792.0,7408.0,8.666666666666666,319.3333333333333,486.0,,True,True,True,True,0.0,0
17,Afghanistan,1980,0.0,90.0,1000.0,8.666666666666666,571.3333333333334,2955.333333333333,,True,True,True,True,0.0,0
21,Afghanistan,1985,0.0,36.0,125.0,0.3333333333333333,20.33333333333333,2.6666666666666665,,True,True,True,True,0.0,0
22,Afghanistan,1986,0.0,89.0,400.0,0.3333333333333333,32.333333333333336,41.66666666666666,,True,True,True,True,0.0,0
23,Afghanistan,1987,0.0,193.0,1722.0,0.3333333333333333,62.0,175.0,,True,True,True,True,0.0,0
24,Afghanistan,1988,0.0,2396.0,1075.0,0.0,106.0,749.0,,True,True,True,True,0.0,0
27,Afghanistan,2004,6.0,4.0,188.0,0.0,3.0,0.0,1119611734.0,True,True,True,,233203210.66666663,0
28,Afghanistan,2006,0.0,800.0,24.0,2.0,1.3333333333333333,62.66666666666666,2207266814.0,True,True,True,,1448110865.6666667,0
29,Afghanistan,2007,0.0,25.0,24.0,2.0,268.0,70.66666666666667,8591783138.0,True,True,True,True,2027584188.0,0
30,Afghanistan,2008,0.0,4751.0,159.0,0.0,275.0,16.0,3789982423.0,True,True,True,True,4518307989.333333,0
31,Afghanistan,2009,0.0,6.0,60.0,0.0,1858.666666666667,69.0,6292686219.0,True,True,True,True,4863010791.666667,0
33,Afghanistan,2011,0.0,803.0,281.0,0.0,3859.333333333334,73.0,11411254431.0,True,True,True,True,6702407161.0,0
34,Afghanistan,2012,0.0,25.0,227.0,0.0,2543.333333333333,113.66666666666669,9937131505.0,True,True,True,True,9242831163.666666,0
35,Afghanistan,2013,20.0,62.0,135.0,0.0,2549.6666666666665,169.33333333333334,5889440449.0,True,True,True,True,10457646259.0,0
36,Afghanistan,2014,0.0,12.0,222.0,6.666666666666668,296.6666666666667,214.33333333333331,4572803062.0,True,True,True,True,9079275461.666666,0
37,Afghanistan,2015,0.0,81.0,55.0,6.666666666666668,33.0,194.66666666666663,4511934505.0,True,True,True,True,6799791672.0,0
39,Afghanistan,2017,6.0,269.0,55.0,0.0,750.6666666666665,92.33333333333331,4486515000.0,,True,True,True,4428502722.333333,0
45,Albania,1955,28.0,152.0,56.0,0.0,13.333333333333336,258.3333333333333,,,True,True,,0.0,1
46,Albania,1956,0.0,9.0,300.0,9.333333333333334,64.0,18.666666666666668,,,True,True,True,0.0,1
54,Albania,1964,0.0,17.0,400.0,0.0,43.33333333333334,0.0,,,True,True,True,0.0,1
55,Albania,1965,0.0,721.0,450.0,0.0,45.33333333333334,133.33333333333334,,,True,True,True,0.0,1
60,Albania,1970,0.0,35.0,152.0,0.0,14.666666666666664,120.0,,,True,True,True,0.0,1
71,Algeria,1961,0.0,45.0,100.0,0.0,0.0,0.0,,True,,,,0.0,2
72,Algeria,1962,2.0,153.0,120.0,0.0,15.0,33.333333333333336,,True,True,,,0.0,2
73,Algeria,1963,0.0,162.0,400.0,0.6666666666666666,66.0,73.33333333333333,,True,True,,,0.0,2
75,Algeria,1965,34.0,198.0,540.0,0.6666666666666666,134.33333333333334,173.33333333333337,,,True,True,,0.0,2
76,Algeria,1966,0.0,206.0,50.0,11.333333333333336,149.33333333333334,313.3333333333333,,,True,True,,0.0,2
81,Algeria,1972,0.0,34.0,1000.0,0.0,10.333333333333334,66.66666666666667,,,True,True,True,0.0,2
84,Algeria,1975,0.0,27.0,75.0,4.0,40.0,3333.333333333333,,,True,True,True,0.0,2
85,Algeria,1976,10.0,153.0,1300.0,4.0,37.66666666666666,3025.0,,,True,True,True,0.0,2
86,Algeria,1977,3.0,447.0,715.0,7.333333333333332,88.66666666666669,458.33333333333326,,,True,True,True,0.0,2
87,Algeria,1978,18.0,1103.0,1452.0,4.333333333333333,209.0,696.6666666666665,,,True,True,True,0.0,2
88,Algeria,1979,0.0,203.0,125.0,10.333333333333334,567.6666666666666,1155.6666666666667,,,True,True,True,0.0,2
89,Algeria,1980,0.0,53.0,600.0,7.0,584.3333333333334,764.0,,,True,True,True,0.0,2
90,Algeria,1981,0.0,72.0,182.0,6.0,453.0,725.6666666666665,,,True,True,True,0.0,2
91,Algeria,1982,8.0,3.0,905.0,0.0,109.33333333333331,302.3333333333333,,,True,True,True,0.0,2
92,Algeria,1983,12.0,11.0,66.0,2.6666666666666665,42.66666666666666,562.3333333333334,,,True,True,True,0.0,2
94,Algeria,1985,0.0,42.0,40.0,6.666666666666668,5.333333333333333,323.6666666666667,,,True,True,True,0.0,2
95,Algeria,1986,0.0,49.0,79.0,4.0,18.33333333333333,35.333333333333336,,,True,True,True,0.0,2
98,Algeria,1989,0.0,233.0,2355.0,10.666666666666666,44.0,26.33333333333333,,,True,True,True,0.0,2
103,Algeria,1994,0.0,118.0,2190.0,66.66666666666667,1.6666666666666667,117.66666666666669,,True,True,True,True,0.0,2
104,Algeria,1995,7.0,7.0,3.0,66.66666666666667,39.333333333333336,847.6666666666665,,True,True,True,True,0.0,2
106,Algeria,1997,4.0,97.0,24.0,2.333333333333333,45.0,731.0,,True,True,True,True,0.0,2
107,Algeria,1998,4.0,119.0,1054.0,3.6666666666666665,38.0,9.0,,True,True,True,True,0.0,2
108,Algeria,1999,0.0,9.0,356.0,2.6666666666666665,75.33333333333333,359.33333333333326,14422.0,True,True,True,True,0.0,2
112,Algeria,2003,0.0,9.0,132.0,6.666666666666668,37.333333333333336,0.0,713713.0,True,True,True,True,113030.33333333331,2
113,Algeria,2004,14.0,28.0,2.0,5.666666666666668,29.0,44.0,1005749.0,True,True,True,True,312601.33333333326,2
115,Algeria,2006,70.0,271.0,2443.0,4.666666666666667,12.333333333333336,1516.0,1671146.0,True,True,True,True,1086527.666666667,2
116,Algeria,2007,6.0,31.0,88.0,28.0,99.66666666666669,2286.333333333333,3656114.0,True,True,True,True,1405672.0,2
118,Algeria,2009,0.0,23.0,30.0,25.33333333333333,100.66666666666669,844.3333333333335,1741132.0,True,True,True,True,2368671.666666666,2
120,Algeria,2011,3.0,142.0,134.0,0.0,13.0,10.666666666666666,2253798.0,True,True,True,True,1978938.666666667,2
121,Algeria,2012,42.0,284.0,302.0,1.0,60.33333333333334,54.66666666666666,2813165.0,True,True,True,True,2137286.333333333,2
122,Algeria,2013,3.0,77.0,1121.0,15.0,147.33333333333334,145.33333333333334,3365359.0,True,True,True,True,2494630.666666666,2
123,Algeria,2014,3.0,203.0,5286.0,16.0,167.66666666666666,519.0,3259476.0,True,True,True,True,2810774.0,2
127,Angola,1975,1.0,481.0,1906.0,0.0,19.0,0.0,,True,True,,,0.0,3
128,Angola,1976,0.0,15.0,90.0,0.3333333333333333,179.33333333333337,635.3333333333334,,True,True,,,0.0,3
131,Angola,1979,41.0,28.0,400.0,0.0,86.0,30.0,,True,True,True,,0.0,3
132,Angola,1980,17.0,419.0,368.0,13.666666666666664,90.33333333333331,133.33333333333334,,True,True,True,,0.0,3
133,Angola,1981,12.0,18.0,90.0,19.33333333333333,155.66666666666666,256.0,,True,True,True,True,0.0,3
134,Angola,1982,0.0,77.0,600.0,23.33333333333333,155.0,286.0,,True,True,True,True,0.0,3
135,Angola,1983,36.0,110.0,1307.0,9.666666666666666,171.33333333333334,352.66666666666674,,True,True,True,True,0.0,3
136,Angola,1984,0.0,30.0,750.0,16.0,68.33333333333333,665.6666666666666,,True,True,True,True,0.0,3
137,Angola,1985,7.0,212.0,580.0,12.0,72.33333333333333,885.6666666666665,,True,True,True,True,0.0,3
138,Angola,1986,18.0,81.0,572.0,14.333333333333336,117.33333333333331,879.0,,True,True,True,True,0.0,3
139,Angola,1987,0.0,320.0,1200.0,8.333333333333334,107.66666666666669,634.0,,True,True,True,True,0.0,3
141,Angola,1990,6.0,2.0,150.0,0.0,116.66666666666669,400.0,,True,True,True,True,0.0,3
144,Angola,1993,0.0,376.0,23.0,2.0,3.333333333333333,50.0,,True,True,True,True,0.0,3
145,Angola,1994,0.0,52.0,3.0,0.0,128.0,7.666666666666668,,True,True,True,True,0.0,3
149,Angola,1998,6.0,12.0,52.0,0.0,26.33333333333333,0.0,,True,True,True,True,0.0,3
150,Angola,1999,0.0,503.0,56.0,2.0,29.0,17.333333333333332,,True,True,True,True,0.0,3
151,Angola,2000,0.0,36.0,12.0,2.0,194.0,36.0,3110422.0,True,True,True,True,0.0,3
153,Angola,2002,0.0,14.0,11.0,0.0,180.66666666666663,22.66666666666667,2936435.0,True,True,True,True,1988029.666666667,3
159,Angola,2013,45.0,20.0,45.0,2.0,4.0,0.0,6488613.0,,True,True,True,7958794.333333332,3
161,Angola,2015,0.0,28.0,27.0,15.0,8.666666666666666,38.66666666666666,6199335.0,,True,True,True,7015732.666666668,3
163,Argentina,1948,0.0,15.0,100.0,16.666666666666668,0.0,0.0,,,True,,,0.0,5
164,Argentina,1950,0.0,20.0,6.0,0.0,5.0,33.333333333333336,,,True,True,,0.0,5
167,Argentina,1955,0.0,10.0,5.0,0.0,6.0,0.0,,True,True,True,True,0.0,5
172,Argentina,1960,0.0,122.0,29.0,0.0,47.66666666666666,0.0,,,True,True,True,0.0,5
175,Argentina,1963,0.0,6.0,100.0,0.0,47.0,26.33333333333333,,True,True,True,True,0.0,5
177,Argentina,1965,0.0,133.0,175.0,0.0,3.0,50.0,,,True,True,True,0.0,5
178,Argentina,1966,66.0,11.0,66.0,0.0,47.33333333333334,91.66666666666669,,,True,True,True,0.0,5
180,Argentina,1968,22.0,213.0,460.0,25.33333333333333,77.66666666666667,80.33333333333333,,,True,True,True,0.0,5
181,Argentina,1969,0.0,24.0,24.0,32.666666666666664,104.33333333333331,175.33333333333337,,,True,True,True,0.0,5
182,Argentina,1970,8.0,72.0,847.0,10.666666666666666,108.66666666666669,161.33333333333334,,,True,True,True,0.0,5
183,Argentina,1971,4.0,38.0,192.0,10.0,103.0,443.66666666666674,,,True,True,True,0.0,5
184,Argentina,1972,216.0,31.0,480.0,4.0,44.66666666666666,354.33333333333326,,,True,True,True,0.0,5
185,Argentina,1973,0.0,4.0,260.0,76.0,47.0,506.33333333333326,,,True,True,True,0.0,5
187,Argentina,1975,0.0,36.0,636.0,72.0,63.66666666666666,246.66666666666663,,True,True,True,True,0.0,5
189,Argentina,1977,3.0,106.0,295.0,0.0,116.33333333333331,212.0,,True,True,True,True,0.0,5
190,Argentina,1978,102.0,261.0,112.0,1.0,99.66666666666669,310.3333333333333,,,True,True,True,0.0,5
191,Argentina,1979,55.0,40.0,186.0,35.0,174.66666666666663,135.66666666666666,,,True,True,True,0.0,5
192,Argentina,1980,44.0,73.0,149.0,53.33333333333334,135.66666666666666,197.66666666666663,,,True,True,True,0.0,5
193,Argentina,1981,0.0,125.0,339.0,67.0,124.66666666666669,149.0,,,True,True,True,0.0,5
194,Argentina,1982,2.0,59.0,120.0,33.0,79.33333333333333,224.66666666666663,,True,True,True,True,0.0,5
200,Argentina,1989,15.0,4.0,30.0,11.666666666666664,11.0,13.333333333333336,,,True,True,True,0.0,5
203,Argentina,1994,0.0,159.0,12.0,4.666666666666667,13.0,0.0,,,True,True,True,0.0,5
206,Argentina,1997,0.0,11.0,9.0,2.6666666666666665,61.0,4.0,2228908.0,,True,True,True,6680953.666666668,5
208,Argentina,1999,0.0,1.0,102.0,0.3333333333333333,12.666666666666664,3.0,4184285.0,,True,True,True,10754177.333333334,5
210,Argentina,2001,6.0,3.0,200.0,0.3333333333333333,1.3333333333333333,48.0,2371047.0,,True,True,True,5224101.333333333,5
216,Argentina,2009,15.0,5.0,30.0,3.0,8.333333333333334,1.3333333333333333,2956987.0,,True,True,True,4053004.666666666,5
222,Argentina,2015,0.0,13.0,4.0,2.0,5.666666666666668,0.0,660244.0,,True,True,True,869031.0,5
223,Argentina,2016,0.0,30.0,150.0,2.0,6.666666666666668,1.3333333333333333,584000.0,,True,True,True,703196.3333333335,5
225,Armenia,1993,0.0,4.0,1343.0,0.0,0.0,0.0,,,,,,0.0,6
227,Armenia,1995,0.0,100.0,272.0,0.0,29.33333333333333,447.66666666666674,,,True,,,0.0,6
234,Armenia,2010,0.0,10.0,16.0,0.0,1.3333333333333333,48.66666666666666,4482848.0,,True,True,True,8787653.666666666,6
238,Armenia,2015,0.0,6.0,200.0,0.0,10.0,66.66666666666667,14989099.0,,True,True,True,27434292.66666667,6
244,Australia,1950,0.0,102.0,12.0,0.0,31.66666666666667,0.0,,,True,True,,0.0,7
251,Australia,1958,0.0,38.0,20.0,1.3333333333333333,96.0,0.0,,,True,True,True,0.0,7
252,Australia,1959,0.0,65.0,905.0,1.3333333333333333,18.0,6.666666666666668,,,True,True,True,0.0,7
254,Australia,1962,0.0,4.0,1500.0,2.0,79.33333333333333,301.6666666666667,,,True,True,True,0.0,7
255,Australia,1963,4.0,59.0,250.0,2.0,59.0,500.0,,,True,True,True,0.0,7
256,Australia,1964,0.0,30.0,200.0,3.333333333333333,78.66666666666667,583.3333333333334,,,True,True,True,0.0,7
260,Australia,1968,0.0,27.0,260.0,34.666666666666664,56.66666666666666,0.0,,,True,True,True,0.0,7
261,Australia,1969,6.0,12.0,169.0,1.3333333333333333,31.0,86.66666666666669,,,True,True,True,0.0,7
267,Australia,1975,0.0,63.0,690.0,1.6666666666666667,19.666666666666668,135.33333333333334,,,True,True,True,0.0,7
268,Australia,1976,0.0,80.0,300.0,1.6666666666666667,21.0,365.33333333333326,,,True,True,True,0.0,7
270,Australia,1980,15.0,33.0,136.0,4.333333333333333,6.0,0.0,,,True,True,True,0.0,7
271,Australia,1981,0.0,75.0,550.0,5.0,11.0,45.33333333333334,,,True,True,True,0.0,7
272,Australia,1982,7.0,22.0,311.0,5.0,36.0,228.66666666666663,,,True,True,True,0.0,7
273,Australia,1983,0.0,10.0,570.0,7.333333333333332,43.33333333333334,332.3333333333333,,,True,True,True,0.0,7
275,Australia,1985,0.0,8.0,100.0,4.333333333333333,10.666666666666666,393.66666666666674,,,True,True,True,0.0,7
277,Australia,1987,6.0,31.0,128.0,27.66666666666667,32.333333333333336,133.33333333333334,,,True,True,True,0.0,7
278,Australia,1988,0.0,6.0,141.0,27.66666666666667,42.66666666666666,76.0,,,True,True,True,0.0,7
279,Australia,1989,20.0,24.0,18.0,27.66666666666667,42.0,89.66666666666669,,,True,True,True,0.0,7
280,Australia,1991,16.0,6.0,32.0,6.666666666666668,10.0,53.0,,,True,True,True,0.0,7
281,Australia,1992,97.0,33.0,64.0,12.0,10.0,16.666666666666668,,,True,True,True,0.0,7
283,Australia,1994,6.0,9.0,50.0,40.333333333333336,18.666666666666668,32.0,,,True,True,True,0.0,7
284,Australia,1995,32.0,26.0,12.0,37.0,19.666666666666668,38.0,,,True,True,True,0.0,7
285,Australia,1996,0.0,21.0,20.0,15.333333333333336,17.333333333333332,20.666666666666668,,,True,True,True,0.0,7
287,Australia,1998,154.0,84.0,650.0,10.666666666666666,26.66666666666667,10.666666666666666,,,True,True,True,0.0,7
289,Australia,2000,71.0,4.0,250.0,171.33333333333334,39.0,329.6666666666667,236786.0,,True,True,True,0.0,7
290,Australia,2001,0.0,22.0,100.0,195.0,29.33333333333333,413.0,349408.0,,True,True,True,78928.66666666669,7
291,Australia,2002,0.0,75.0,859.0,143.66666666666666,8.666666666666666,229.66666666666663,95292.0,,True,True,True,195398.0,7
294,Australia,2005,29.0,52.0,275.0,5.0,51.33333333333334,711.6666666666665,,,True,True,True,31764.0,7
295,Australia,2006,144.0,44.0,963.0,14.666666666666664,43.66666666666666,517.0,,,True,True,True,0.0,7
296,Australia,2007,274.0,65.0,747.0,61.0,58.33333333333334,412.66666666666674,,,True,True,True,0.0,7
299,Australia,2010,3.0,10.0,38.0,111.66666666666669,50.66666666666666,388.66666666666674,,,True,True,True,69000.0,7
300,Australia,2011,126.0,30.0,371.0,21.33333333333333,32.333333333333336,152.33333333333334,,,True,True,True,69000.0,7
301,Australia,2012,234.0,19.0,433.0,45.33333333333334,42.333333333333336,136.33333333333334,13814.0,,True,True,True,66666.66666666669,7
302,Australia,2013,0.0,12.0,1710.0,121.0,19.666666666666668,280.6666666666667,,,True,True,True,4604.666666666667,7
303,Australia,2014,3.0,27.0,9.0,120.0,20.33333333333333,838.0,,,True,True,True,4604.666666666667,7
304,Australia,2015,49.0,64.0,16.0,79.0,19.33333333333333,717.3333333333335,,,True,True,True,4604.666666666667,7
305,Australia,2016,2.0,17.0,80.0,17.333333333333332,34.333333333333336,578.3333333333334,39000.0,,True,True,True,0.0,7
308,Austria,1955,0.0,109.0,281.0,0.0,8.333333333333334,0.0,,,True,,,0.0,8
310,Austria,1957,0.0,61.0,24.0,1.0,123.0,93.66666666666669,,,True,True,,0.0,8
312,Austria,1959,0.0,24.0,76.0,2.0,121.33333333333331,8.0,,,True,True,True,0.0,8
315,Austria,1962,0.0,164.0,20.0,0.0,21.66666666666667,25.33333333333333,,,True,True,True,0.0,8
327,Austria,1979,37.0,87.0,92.0,1.6666666666666667,19.666666666666668,0.0,,,True,True,True,0.0,8
334,Austria,1987,0.0,1.0,18.0,40.0,50.66666666666666,0.0,,,True,True,True,0.0,8
339,Austria,1995,22.0,3.0,54.0,0.0,0.0,212.33333333333331,,,True,True,True,0.0,8
340,Austria,1996,5.0,183.0,4500.0,7.333333333333332,1.0,223.66666666666663,,,True,True,True,0.0,8
347,Austria,2004,0.0,12.0,20.0,0.0,6.666666666666668,0.0,,,True,True,True,29653.33333333333,8
353,Austria,2015,0.0,22.0,7.0,0.3333333333333333,0.0,2.0,61407.0,,True,True,True,30926.66666666667,8
359,Azerbaijan,2002,0.0,46.0,108.0,0.0,0.3333333333333333,0.0,18525550.0,,True,True,True,1865998.0,9
361,Azerbaijan,2004,0.0,62.0,85.0,0.0,19.33333333333333,36.0,22001308.0,,True,True,True,12214653.666666664,9
362,Azerbaijan,2005,0.0,37.0,50.0,0.0,40.0,64.33333333333333,33042541.0,True,True,True,True,18315680.666666668,9
363,Azerbaijan,2006,0.0,66.0,116.0,0.0,37.0,45.0,30906742.0,,True,True,,23154677.66666667,9
364,Azerbaijan,2007,0.0,86.0,85.0,0.0,55.0,83.66666666666667,24744132.0,,True,True,True,28650197.0,9
365,Azerbaijan,2008,0.0,20.0,784.0,0.0,63.0,83.66666666666667,48968383.0,True,True,True,True,29564471.66666667,9
366,Azerbaijan,2009,50.0,11.0,89.0,0.0,57.33333333333334,328.3333333333333,11993569.0,,True,True,True,34873085.666666664,9
367,Azerbaijan,2010,0.0,335.0,202.0,16.666666666666668,39.0,319.3333333333333,5904648.0,,True,True,True,28568694.66666667,9
368,Azerbaijan,2011,90.0,301.0,2177.0,16.666666666666668,122.0,358.33333333333326,15563781.0,,True,True,True,22288866.666666668,9
370,Azerbaijan,2013,0.0,12.0,350.0,30.33333333333333,212.0,882.3333333333335,8293204.0,,True,True,True,15827469.0,9
372,Azerbaijan,2015,0.0,70.0,332.0,1.0,20.666666666666668,206.0,17794340.0,True,True,True,True,20104830.33333333,9
374,Azerbaijan,2017,0.0,34.0,800.0,2.6666666666666665,100.0,110.66666666666669,2000000.0,,True,True,True,15511883.0,9
390,Bahrain,1977,0.0,25.0,110.0,0.0,0.0,0.0,,,,True,True,0.0,11
392,Bahrain,1979,6.0,4.0,197.0,0.0,8.666666666666666,36.66666666666666,,,True,True,True,0.0,11
395,Bahrain,1984,6.0,2.0,2.0,0.0,4.333333333333333,666.6666666666666,,,True,True,True,0.0,11
396,Bahrain,1985,13.0,14.0,104.0,2.0,0.6666666666666666,667.3333333333334,,,True,True,True,0.0,11
397,Bahrain,1986,6.0,58.0,250.0,6.333333333333332,5.333333333333333,35.333333333333336,,,True,True,True,0.0,11
398,Bahrain,1987,0.0,12.0,299.0,8.333333333333334,24.66666666666667,118.66666666666669,,,True,True,True,0.0,11
401,Bahrain,1991,0.0,29.0,115.0,0.0,14.333333333333336,0.0,,,True,True,True,0.0,11
402,Bahrain,1993,3.0,5.0,16.0,0.0,21.66666666666667,38.333333333333336,,,True,True,True,0.0,11
403,Bahrain,1994,0.0,22.0,221.0,1.0,11.333333333333336,43.66666666666666,,,True,True,True,0.0,11
404,Bahrain,1995,0.0,86.0,120.0,1.0,9.0,79.0,,,True,True,True,0.0,11
406,Bahrain,1997,0.0,35.0,18.0,0.0,38.0,113.66666666666669,,,True,True,True,0.0,11
408,Bahrain,1999,0.0,38.0,26.0,0.0,17.0,6.0,,,True,True,True,0.0,11
409,Bahrain,2000,0.0,30.0,289.0,0.0,27.66666666666667,14.666666666666664,425380.0,,True,True,True,0.0,11
411,Bahrain,2002,0.0,3.0,11.0,0.0,27.0,105.0,28920195.0,,True,True,True,4406501.333333333,11
412,Bahrain,2003,0.0,6.0,105.0,0.0,15.333333333333336,100.0,90448000.0,,True,True,True,14046566.333333336,11
413,Bahrain,2004,1.0,22.0,20.0,0.0,7.333333333333332,38.66666666666666,39205193.0,,True,True,True,44054106.333333336,11
414,Bahrain,2005,0.0,1.0,6.0,0.3333333333333333,10.333333333333334,45.33333333333334,20985000.0,,True,True,True,52857796.0,11
415,Bahrain,2006,0.0,15.0,180.0,0.3333333333333333,9.666666666666666,43.66666666666666,24685838.0,,True,True,True,50212731.0,11
416,Bahrain,2007,0.0,50.0,8.0,0.3333333333333333,12.666666666666664,68.66666666666667,43064207.0,,True,True,True,28292010.33333333,11
418,Bahrain,2009,0.0,20.0,117.0,0.0,22.33333333333333,62.66666666666666,26244481.0,,True,True,True,25616444.33333333,11
422,Bahrain,2015,0.0,4.0,24.0,0.0,0.0,107.33333333333331,8527556.0,,True,True,True,11978915.666666664,11
425,Bangladesh,1971,0.0,14.0,30.0,0.0,0.0,0.0,,,,,,0.0,12
426,Bangladesh,1972,0.0,19.0,75.0,0.0,4.666666666666667,10.0,,,True,,,0.0,12
429,Bangladesh,1975,0.0,54.0,85.0,0.0,12.0,25.0,,True,True,True,,0.0,12
433,Bangladesh,1980,0.0,64.0,50.0,0.0,15.0,0.0,,True,True,True,True,0.0,12
434,Bangladesh,1981,0.0,8.0,50.0,0.0,21.66666666666667,16.666666666666668,,True,True,True,True,0.0,12
435,Bangladesh,1982,0.0,8.0,20.0,0.0,24.0,33.333333333333336,,True,True,True,True,0.0,12
436,Bangladesh,1983,0.0,2.0,20.0,0.0,26.66666666666667,40.0,,True,True,True,True,0.0,12
438,Bangladesh,1985,0.0,7.0,192.0,0.0,15.333333333333336,13.333333333333336,,True,True,True,True,0.0,12
440,Bangladesh,1987,0.0,11.0,40.0,0.0,15.666666666666664,64.0,,True,True,True,True,0.0,12
442,Bangladesh,1989,0.0,74.0,300.0,0.0,5.333333333333333,13.333333333333336,,True,True,True,True,0.0,12
444,Bangladesh,1991,0.0,52.0,42.0,1.3333333333333333,25.0,116.66666666666669,,True,True,True,True,0.0,12
445,Bangladesh,1992,0.0,6.0,15.0,1.3333333333333333,42.0,130.66666666666666,,,True,True,True,0.0,12
446,Bangladesh,1993,1.0,6.0,60.0,1.3333333333333333,19.33333333333333,35.666666666666664,,,True,True,True,0.0,12
448,Bangladesh,1995,10.0,41.0,19.0,1.6666666666666667,4.0,29.66666666666667,,,True,True,True,0.0,12
451,Bangladesh,1998,8.0,5.0,13.0,3.333333333333333,15.333333333333336,6.333333333333332,,,True,True,True,0.0,12
452,Bangladesh,1999,1.0,12.0,100.0,2.6666666666666665,3.333333333333333,4.333333333333333,,,True,True,True,0.0,12
453,Bangladesh,2000,2.0,2.0,135.0,3.0,6.0,37.66666666666666,523014.0,,True,True,True,0.0,12
456,Bangladesh,2003,0.0,19.0,20.0,0.6666666666666666,2.333333333333333,153.0,1834873.0,,True,True,True,784953.0,12
457,Bangladesh,2004,0.0,3.0,260.0,0.0,8.0,114.66666666666669,2078167.0,,True,True,True,1222239.333333333,12
462,Bangladesh,2010,0.0,4.0,77.0,0.0,77.66666666666667,0.0,16005428.0,,True,True,True,15093146.666666664,12
463,Bangladesh,2011,77.0,77.0,126.0,0.0,78.66666666666667,25.66666666666667,16460339.0,,True,True,True,18546213.0,12
464,Bangladesh,2012,4.0,29.0,1303.0,25.66666666666667,104.33333333333331,67.66666666666667,34552777.0,,True,True,True,20893967.0,12
465,Bangladesh,2013,41.0,106.0,73.0,27.0,36.66666666666666,502.0,10223424.0,,True,True,True,22339514.666666668,12
466,Bangladesh,2014,0.0,5.0,340.0,40.66666666666666,70.66666666666667,500.66666666666674,89012477.0,,True,True,True,20412180.0,12
467,Bangladesh,2015,4.0,24.0,242.0,15.0,46.66666666666666,572.0,10206208.0,,True,True,True,44596226.0,12
469,Bangladesh,2017,86.0,607.0,80.0,2.333333333333333,10.0,194.0,8760000.0,,True,True,True,36054895.0,12
474,Belarus,2005,0.0,10.0,154.0,0.0,0.0,0.0,266171.0,,True,True,True,181223.0,14
476,Belarus,2009,0.0,8.0,200.0,0.0,0.0,6.0,371771.0,,True,True,True,237350.66666666663,14
477,Belarus,2012,8.0,8.0,250.0,0.0,2.6666666666666665,66.66666666666667,,,True,True,True,128954.66666666669,14
478,Belarus,2013,0.0,10.0,100.0,2.6666666666666665,2.6666666666666665,83.33333333333333,3532.0,,True,True,True,5031.0,14
486,Belgium,1950,0.0,473.0,50.0,0.0,101.33333333333331,0.0,,,True,True,,0.0,15
487,Belgium,1951,0.0,438.0,42.0,0.0,259.0,16.666666666666668,,,True,True,,0.0,15
490,Belgium,1954,45.0,257.0,14.0,9.0,374.0,14.0,,,True,True,True,0.0,15
491,Belgium,1955,0.0,12.0,565.0,24.0,313.6666666666667,4.666666666666667,,,True,True,True,0.0,15
492,Belgium,1956,54.0,195.0,1000.0,15.0,160.66666666666666,193.0,,,True,True,True,0.0,15
493,Belgium,1957,0.0,36.0,10.0,33.0,154.66666666666666,526.3333333333334,,,True,True,True,0.0,15
494,Belgium,1958,0.0,4.0,750.0,18.0,81.0,525.0,,,True,True,True,0.0,15
495,Belgium,1959,3.0,57.0,700.0,18.0,78.33333333333333,586.6666666666666,,,True,True,True,0.0,15
497,Belgium,1961,0.0,12.0,2500.0,1.0,67.0,483.33333333333326,,,True,True,True,0.0,15
499,Belgium,1964,0.0,3.0,96.0,2.333333333333333,4.0,1150.3333333333333,,,True,True,True,0.0,15
500,Belgium,1965,4.0,42.0,52.0,2.333333333333333,1.0,349.0,,,True,True,True,0.0,15
503,Belgium,1968,0.0,93.0,75.0,2.0,143.33333333333334,17.333333333333332,,,True,True,True,0.0,15
505,Belgium,1970,0.0,335.0,480.0,0.0,180.33333333333331,25.0,,,True,True,True,0.0,15
506,Belgium,1971,0.0,21.0,100.0,0.0,162.66666666666666,185.0,,,True,True,True,0.0,15
507,Belgium,1972,0.0,3.0,3230.0,0.0,138.66666666666666,193.33333333333331,,,True,True,True,0.0,15
508,Belgium,1973,20.0,59.0,44.0,0.0,119.66666666666669,1270.0,,,True,True,True,0.0,15
509,Belgium,1974,0.0,8.0,40.0,6.666666666666668,27.66666666666667,1124.6666666666667,,,True,True,True,0.0,15
